tubelet_path,video_name,center_frame,gt_label,prediction,drone_confidence,max_iou
data\tubelets\test\test_000021.npy,2019_09_02_C0002_3700_mavic,13,0,0,3.188688788213767e-05,0.0
data\tubelets\test\test_000022.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.007068522274494171,0.0
data\tubelets\test\test_000023.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.005183832254260778,0.0
data\tubelets\test\test_000024.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.00022565957624465227,0.0
data\tubelets\test\test_000025.npy,2019_09_02_C0002_3700_mavic,13,0,0,3.656135504570557e-06,0.0
data\tubelets\test\test_000026.npy,2019_09_02_C0002_3700_mavic,13,0,0,4.666698032451677e-07,0.0
data\tubelets\test\test_000027.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.11668048799037933,0.0
data\tubelets\test\test_000028.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.00018633075524121523,0.0
data\tubelets\test\test_000029.npy,2019_09_02_C0002_3700_mavic,13,0,0,8.195221994355961e-07,0.0
data\tubelets\test\test_000030.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.01931866630911827,0.0
data\tubelets\test\test_000031.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.0031705964356660843,0.0
data\tubelets\test\test_000032.npy,2019_09_02_C0002_3700_mavic,13,0,0,7.523364183725789e-05,0.0
data\tubelets\test\test_000033.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.0028403829783201218,0.0
data\tubelets\test\test_000034.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.01423859316855669,0.0
data\tubelets\test\test_000035.npy,2019_09_02_C0002_3700_mavic,13,0,0,1.1974237850154168e-06,0.0
data\tubelets\test\test_000036.npy,2019_09_02_C0002_3700_mavic,13,0,0,2.4144503640854964e-07,0.0
data\tubelets\test\test_000037.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.0007749105570837855,0.0
data\tubelets\test\test_000038.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.004669799003750086,0.0
data\tubelets\test\test_000039.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.00012315524509176612,0.0
data\tubelets\test\test_000040.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.0021153450943529606,0.0
data\tubelets\test\test_000041.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.017346404492855072,0.0
data\tubelets\test\test_000042.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.0001716253609629348,0.0
data\tubelets\test\test_000043.npy,2019_09_02_C0002_3700_mavic,13,0,0,2.096029493259266e-05,0.0
data\tubelets\test\test_000044.npy,2019_09_02_C0002_3700_mavic,13,0,0,5.009024607716128e-05,0.0
data\tubelets\test\test_000045.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.0032313603442162275,0.0
data\tubelets\test\test_000046.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.0028743548318743706,0.0
data\tubelets\test\test_000047.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.004608990158885717,0.0
data\tubelets\test\test_000048.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.0007685723248869181,0.0
data\tubelets\test\test_000049.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.011960501782596111,0.0
data\tubelets\test\test_000050.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.002413664013147354,0.0
data\tubelets\test\test_000051.npy,2019_09_02_C0002_3700_mavic,13,0,0,1.252875335921999e-05,0.0
data\tubelets\test\test_000052.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.0015766144497320056,0.0
data\tubelets\test\test_000053.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.001017170143313706,0.0
data\tubelets\test\test_000054.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.0026138892862945795,0.0
data\tubelets\test\test_000055.npy,2019_09_02_C0002_3700_mavic,13,0,0,1.3735950233240146e-05,0.0
data\tubelets\test\test_000056.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.01082522887736559,0.0
data\tubelets\test\test_000057.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.00014264236961025745,0.0
data\tubelets\test\test_000058.npy,2019_09_02_C0002_3700_mavic,13,0,0,1.649825571803376e-05,0.0
data\tubelets\test\test_000059.npy,2019_09_02_C0002_3700_mavic,13,0,0,1.7663616745267063e-05,0.0
data\tubelets\test\test_000060.npy,2019_09_02_C0002_3700_mavic,13,0,0,1.2181727470306214e-05,0.0
data\tubelets\test\test_000061.npy,2019_09_02_C0002_3700_mavic,13,0,0,1.0159160410694312e-05,0.0
data\tubelets\test\test_000062.npy,2019_09_02_C0002_3700_mavic,13,0,0,8.829777652863413e-05,0.0
data\tubelets\test\test_000063.npy,2019_09_02_C0002_3700_mavic,13,0,0,5.877341391169466e-05,0.0
data\tubelets\test\test_000064.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.0002397515345364809,0.0
data\tubelets\test\test_000065.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.0029225731268525124,0.0
data\tubelets\test\test_000066.npy,2019_09_02_C0002_3700_mavic,13,0,0,9.378222216582799e-07,0.0
data\tubelets\test\test_000067.npy,2019_09_02_C0002_3700_mavic,13,0,0,8.491564585710876e-06,0.0
data\tubelets\test\test_000068.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.0005098329856991768,0.0
data\tubelets\test\test_000069.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.00020334281725808978,0.0
data\tubelets\test\test_000070.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.0017549635376781225,0.0
data\tubelets\test\test_000071.npy,2019_09_02_C0002_3700_mavic,13,0,0,0.015214547514915466,0.0
data\tubelets\test\test_000072.npy,2019_09_02_C0002_3700_mavic,13,0,0,4.581739995046519e-05,0.0
data\tubelets\test\test_000073.npy,2019_09_02_C0002_3700_mavic,14,0,0,5.201676322030835e-05,0.0
data\tubelets\test\test_000074.npy,2019_09_02_C0002_3700_mavic,14,0,0,7.346212078118697e-05,0.0
data\tubelets\test\test_000075.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.00014582711446564645,0.0
data\tubelets\test\test_000076.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.00011499991524033248,0.0
data\tubelets\test\test_000077.npy,2019_09_02_C0002_3700_mavic,14,0,0,2.7076350306742825e-05,0.0
data\tubelets\test\test_000078.npy,2019_09_02_C0002_3700_mavic,14,0,0,1.2366669579932932e-05,0.0
data\tubelets\test\test_000079.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0017477556830272079,0.0
data\tubelets\test\test_000080.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0004238103865645826,0.0
data\tubelets\test\test_000081.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.002410233486443758,0.0
data\tubelets\test\test_000082.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0003025387122761458,0.0
data\tubelets\test\test_000083.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0006967972149141133,0.0
data\tubelets\test\test_000084.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0008815788314677775,0.0
data\tubelets\test\test_000085.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0037884043995290995,0.0
data\tubelets\test\test_000086.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.00433708680793643,0.0
data\tubelets\test\test_000087.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.011412877589464188,0.0
data\tubelets\test\test_000088.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0073446305468678474,0.0
data\tubelets\test\test_000089.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0005671996623277664,0.0
data\tubelets\test\test_000090.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.019176004454493523,0.0
data\tubelets\test\test_000091.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.017117539420723915,0.0
data\tubelets\test\test_000092.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.011706959456205368,0.0
data\tubelets\test\test_000093.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.2655179798603058,0.0
data\tubelets\test\test_000094.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.014453827403485775,0.0
data\tubelets\test\test_000095.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0002327265392523259,0.0
data\tubelets\test\test_000096.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0005098344408906996,0.0
data\tubelets\test\test_000097.npy,2019_09_02_C0002_3700_mavic,14,0,0,2.4734745238674805e-05,0.0
data\tubelets\test\test_000098.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.03757016733288765,0.0
data\tubelets\test\test_000099.npy,2019_09_02_C0002_3700_mavic,14,0,0,2.040375147771556e-05,0.0
data\tubelets\test\test_000100.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.00017650566587690264,0.0
data\tubelets\test\test_000101.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0021565761417150497,0.0
data\tubelets\test\test_000102.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.004602170083671808,0.0
data\tubelets\test\test_000103.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0001908202830236405,0.0
data\tubelets\test\test_000104.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.002827620832249522,0.0
data\tubelets\test\test_000105.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.003275335533544421,0.0
data\tubelets\test\test_000106.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.02640225738286972,0.0
data\tubelets\test\test_000107.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0008874099003151059,0.0
data\tubelets\test\test_000108.npy,2019_09_02_C0002_3700_mavic,14,0,0,1.536159146553473e-07,0.0
data\tubelets\test\test_000109.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0015901536680758,0.0
data\tubelets\test\test_000110.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0001669716730248183,0.0
data\tubelets\test\test_000111.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.00010968781134579331,0.0
data\tubelets\test\test_000112.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0008356825564987957,0.0
data\tubelets\test\test_000113.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.00033255890593864024,0.0
data\tubelets\test\test_000114.npy,2019_09_02_C0002_3700_mavic,14,0,0,2.966666033898946e-05,0.0
data\tubelets\test\test_000115.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0002150336658814922,0.0
data\tubelets\test\test_000116.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.003835661569610238,0.0
data\tubelets\test\test_000117.npy,2019_09_02_C0002_3700_mavic,14,0,0,1.7600910723558627e-05,0.0
data\tubelets\test\test_000118.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.022616567090153694,0.0
data\tubelets\test\test_000119.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.026226351037621498,0.0
data\tubelets\test\test_000120.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.001553678303025663,0.0
data\tubelets\test\test_000121.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.00012577259622048587,0.0
data\tubelets\test\test_000122.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.026149701327085495,0.0
data\tubelets\test\test_000123.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.00027017787215299904,0.0
data\tubelets\test\test_000124.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.04805529862642288,0.0
data\tubelets\test\test_000125.npy,2019_09_02_C0002_3700_mavic,14,0,0,4.1782121115829796e-05,0.0
data\tubelets\test\test_000126.npy,2019_09_02_C0002_3700_mavic,14,0,0,4.490167100357212e-07,0.0
data\tubelets\test\test_000127.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.00033470141352154315,0.0
data\tubelets\test\test_000128.npy,2019_09_02_C0002_3700_mavic,14,0,0,8.122423605527729e-05,0.0
data\tubelets\test\test_000129.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.00040953271673060954,0.0
data\tubelets\test\test_000130.npy,2019_09_02_C0002_3700_mavic,14,0,0,2.2371914099039714e-08,0.0
data\tubelets\test\test_000131.npy,2019_09_02_C0002_3700_mavic,14,0,0,4.043033641210059e-08,0.0
data\tubelets\test\test_000132.npy,2019_09_02_C0002_3700_mavic,14,0,0,5.936588786426e-05,0.0
data\tubelets\test\test_000133.npy,2019_09_02_C0002_3700_mavic,14,0,0,1.6320764189003967e-05,0.0
data\tubelets\test\test_000134.npy,2019_09_02_C0002_3700_mavic,14,0,0,7.0093574322527274e-06,0.0
data\tubelets\test\test_000135.npy,2019_09_02_C0002_3700_mavic,14,0,0,7.589670758534339e-07,0.0
data\tubelets\test\test_000136.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.003633781336247921,0.0
data\tubelets\test\test_000137.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.00680646114051342,0.0
data\tubelets\test\test_000138.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.027307730168104172,0.0
data\tubelets\test\test_000139.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.002243008930236101,0.0
data\tubelets\test\test_000140.npy,2019_09_02_C0002_3700_mavic,14,0,0,3.893019595579972e-07,0.0
data\tubelets\test\test_000141.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.016988638788461685,0.0
data\tubelets\test\test_000142.npy,2019_09_02_C0002_3700_mavic,14,0,0,1.8047956018563127e-06,0.0
data\tubelets\test\test_000143.npy,2019_09_02_C0002_3700_mavic,14,0,0,2.8220893000252545e-07,0.0
data\tubelets\test\test_000144.npy,2019_09_02_C0002_3700_mavic,14,0,0,1.4557524536940036e-06,0.0
data\tubelets\test\test_000145.npy,2019_09_02_C0002_3700_mavic,14,0,0,2.1844287402927876e-05,0.0
data\tubelets\test\test_000146.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0015034956159070134,0.0
data\tubelets\test\test_000147.npy,2019_09_02_C0002_3700_mavic,14,0,0,7.191403710749e-06,0.0
data\tubelets\test\test_000148.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.00014308157551568002,0.0
data\tubelets\test\test_000149.npy,2019_09_02_C0002_3700_mavic,14,0,0,1.4270974588725949e-06,0.0
data\tubelets\test\test_000150.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0013404709752649069,0.0
data\tubelets\test\test_000151.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.08585470914840698,0.0
data\tubelets\test\test_000152.npy,2019_09_02_C0002_3700_mavic,14,0,0,2.438601768517401e-05,0.0
data\tubelets\test\test_000153.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.00014038717199582607,0.0
data\tubelets\test\test_000154.npy,2019_09_02_C0002_3700_mavic,14,0,0,3.311152795504313e-06,0.0
data\tubelets\test\test_000155.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0001158845261670649,0.0
data\tubelets\test\test_000156.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.004561896435916424,0.0
data\tubelets\test\test_000157.npy,2019_09_02_C0002_3700_mavic,14,0,0,7.952366104291286e-06,0.0
data\tubelets\test\test_000158.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0003009880310855806,0.0
data\tubelets\test\test_000159.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.000214431929634884,0.0
data\tubelets\test\test_000160.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0716789960861206,0.0
data\tubelets\test\test_000161.npy,2019_09_02_C0002_3700_mavic,14,0,0,2.9832743166480213e-05,0.0
data\tubelets\test\test_000162.npy,2019_09_02_C0002_3700_mavic,14,0,0,7.784088666085154e-05,0.0
data\tubelets\test\test_000163.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.007604843936860561,0.0
data\tubelets\test\test_000164.npy,2019_09_02_C0002_3700_mavic,14,0,0,2.4272760583698982e-06,0.0
data\tubelets\test\test_000165.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0002933501382358372,0.0
data\tubelets\test\test_000166.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.006916029844433069,0.0
data\tubelets\test\test_000167.npy,2019_09_02_C0002_3700_mavic,14,0,0,7.189803727669641e-05,0.0
data\tubelets\test\test_000168.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.06630633771419525,0.0
data\tubelets\test\test_000169.npy,2019_09_02_C0002_3700_mavic,14,0,0,2.817562926793471e-05,0.0
data\tubelets\test\test_000170.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.00024937037960626185,0.0
data\tubelets\test\test_000171.npy,2019_09_02_C0002_3700_mavic,14,0,0,8.484970749123022e-05,0.0
data\tubelets\test\test_000172.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.004865886177867651,0.0
data\tubelets\test\test_000173.npy,2019_09_02_C0002_3700_mavic,14,0,0,3.1997633413993753e-06,0.0
data\tubelets\test\test_000174.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0004098385397810489,0.0
data\tubelets\test\test_000175.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.00038817309541627765,0.0
data\tubelets\test\test_000176.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.00027360007516108453,0.0
data\tubelets\test\test_000177.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.018968360498547554,0.0
data\tubelets\test\test_000178.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.29497790336608887,0.0
data\tubelets\test\test_000179.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0005929747130721807,0.0
data\tubelets\test\test_000180.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.008969062007963657,0.0
data\tubelets\test\test_000181.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.000927568762563169,0.0
data\tubelets\test\test_000182.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0009369566105306149,0.0
data\tubelets\test\test_000183.npy,2019_09_02_C0002_3700_mavic,14,0,0,3.462067752479925e-07,0.0
data\tubelets\test\test_000184.npy,2019_09_02_C0002_3700_mavic,14,0,0,4.043871376779862e-05,0.0
data\tubelets\test\test_000185.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.17556974291801453,0.0
data\tubelets\test\test_000186.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.00020087772281840444,0.0
data\tubelets\test\test_000187.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.003790272632613778,0.0
data\tubelets\test\test_000188.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.3757094740867615,0.0
data\tubelets\test\test_000189.npy,2019_09_02_C0002_3700_mavic,14,0,0,6.332357588689774e-05,0.0
data\tubelets\test\test_000190.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.01041561458259821,0.0
data\tubelets\test\test_000191.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.00019990690634585917,0.0
data\tubelets\test\test_000192.npy,2019_09_02_C0002_3700_mavic,14,0,0,3.7598204016831005e-07,0.0
data\tubelets\test\test_000193.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0004309888754505664,0.0
data\tubelets\test\test_000194.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0007647207239642739,0.0
data\tubelets\test\test_000195.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.009378833696246147,0.0
data\tubelets\test\test_000196.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0004411307454574853,0.0
data\tubelets\test\test_000197.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.004956513177603483,0.0
data\tubelets\test\test_000198.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.00012463291932363063,0.0
data\tubelets\test\test_000199.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.003911228850483894,0.0
data\tubelets\test\test_000200.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0004334283876232803,0.0
data\tubelets\test\test_000201.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.00019308665650896728,0.0
data\tubelets\test\test_000202.npy,2019_09_02_C0002_3700_mavic,14,0,0,2.093189141305629e-05,0.0
data\tubelets\test\test_000203.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.05911888927221298,0.0
data\tubelets\test\test_000204.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.007074495777487755,0.0
data\tubelets\test\test_000205.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0007177680963650346,0.0
data\tubelets\test\test_000206.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.09957744181156158,0.0
data\tubelets\test\test_000207.npy,2019_09_02_C0002_3700_mavic,14,0,0,6.36401746305637e-05,0.0
data\tubelets\test\test_000208.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0025413697585463524,0.0
data\tubelets\test\test_000209.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.004153952933847904,0.0
data\tubelets\test\test_000210.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0032349159009754658,0.0
data\tubelets\test\test_000211.npy,2019_09_02_C0002_3700_mavic,14,0,0,3.473372089501936e-06,0.0
data\tubelets\test\test_000212.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.005050258710980415,0.0
data\tubelets\test\test_000213.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.018602943047881126,0.0
data\tubelets\test\test_000214.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0017122117569670081,0.0
data\tubelets\test\test_000215.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.002423887839540839,0.0
data\tubelets\test\test_000216.npy,2019_09_02_C0002_3700_mavic,14,0,0,4.657453246181831e-05,0.0
data\tubelets\test\test_000217.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0018975794082507491,0.0
data\tubelets\test\test_000218.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0005865984712727368,0.0
data\tubelets\test\test_000219.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.005428544711321592,0.0
data\tubelets\test\test_000220.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0003393447841517627,0.0
data\tubelets\test\test_000221.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.006348124705255032,0.0
data\tubelets\test\test_000222.npy,2019_09_02_C0002_3700_mavic,14,0,0,2.8787799237761647e-05,0.0
data\tubelets\test\test_000223.npy,2019_09_02_C0002_3700_mavic,14,0,0,3.601436037570238e-05,0.0
data\tubelets\test\test_000224.npy,2019_09_02_C0002_3700_mavic,14,0,0,5.045334546593949e-05,0.0
data\tubelets\test\test_000225.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.008414903655648232,0.0
data\tubelets\test\test_000226.npy,2019_09_02_C0002_3700_mavic,14,0,0,1.1787078619818203e-06,0.0
data\tubelets\test\test_000227.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.009029627777636051,0.0
data\tubelets\test\test_000228.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.006719347555190325,0.0
data\tubelets\test\test_000229.npy,2019_09_02_C0002_3700_mavic,14,0,0,1.131307908508461e-05,0.0
data\tubelets\test\test_000230.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.00028409238439053297,0.0
data\tubelets\test\test_000231.npy,2019_09_02_C0002_3700_mavic,14,0,0,2.8904237296956126e-06,0.0
data\tubelets\test\test_000232.npy,2019_09_02_C0002_3700_mavic,14,0,0,3.84807244699914e-05,0.0
data\tubelets\test\test_000233.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0009572966955602169,0.0
data\tubelets\test\test_000234.npy,2019_09_02_C0002_3700_mavic,14,0,0,9.868345659924671e-05,0.0
data\tubelets\test\test_000235.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0023355570156127214,0.0
data\tubelets\test\test_000236.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0013601157115772367,0.0
data\tubelets\test\test_000237.npy,2019_09_02_C0002_3700_mavic,14,0,0,2.5032725261553423e-06,0.0
data\tubelets\test\test_000238.npy,2019_09_02_C0002_3700_mavic,14,0,0,2.761499217740493e-06,0.0
data\tubelets\test\test_000239.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0030074240639805794,0.0
data\tubelets\test\test_000240.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0007727049523964524,0.0
data\tubelets\test\test_000241.npy,2019_09_02_C0002_3700_mavic,14,0,0,1.3206428093326394e-06,0.0
data\tubelets\test\test_000242.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.012873124331235886,0.0
data\tubelets\test\test_000243.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0002862372202798724,0.0
data\tubelets\test\test_000244.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.38427767157554626,0.0
data\tubelets\test\test_000245.npy,2019_09_02_C0002_3700_mavic,14,0,0,1.1999582056887448e-06,0.0
data\tubelets\test\test_000246.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.00017684056365396827,0.0
data\tubelets\test\test_000247.npy,2019_09_02_C0002_3700_mavic,14,0,0,1.8278005882166326e-05,0.0
data\tubelets\test\test_000248.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0024461057037115097,0.0
data\tubelets\test\test_000249.npy,2019_09_02_C0002_3700_mavic,14,0,0,3.413626714632301e-08,0.0
data\tubelets\test\test_000250.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.019554270431399345,0.0
data\tubelets\test\test_000251.npy,2019_09_02_C0002_3700_mavic,14,0,0,0.0005742829525843263,0.0
